Category,Descript
activation,"Few studies have evaluated Hedgehog (Hh) signaling pathway activation in different types of ovarian tumors including benign, borderline and malignant ovarian tumors."
activation,"The results revealed that the Hh pathway components SMO, PICH and GLI1 are activated in ovarian epithelial tumors."
adhesion,"Moreover, when HPMCs subjected to the malignant ascites were protected against oxidative stress with a spin-trap scavenger of reactive oxygen species, they displayed decreased expression of senescence-associated Î²-galactosidase and their potential to stimulate cancer cell adhesion, proliferation, and migration was significantly diminished."
activation,"In the chemosensitive group, survivin expression was decreased and CASP-9 expression was increased, which led to c-CASP-3 activation and increased tumor cell apoptosis."
activation,"Activation of primordial follicles to grow beyond this arrested stage is of particular interest because, once activated, they are subjected to regulatory mechanisms involved in growth, selection, maturation, and ultimately, ovulation or atresia."
activation,"Intriguingly, PON2 reduces c-Jun-mediated transcriptional activation of IGF-1 gene by decreasing mitochondrial superoxide generation."
activation,"Taken together, we report for the first time that PON2 acts as a tumor suppressor in the early stage of OC by reducing IGF-1 production and its signaling, indicating PON2 activation might be a fruitful strategy to inhibit early stage ovarian tumor."
activation,"In this context, apoptosis triggered by olaparib is associated with a dose-dependent up-regulation of death receptors expression and caspase 8 activation."
activation,"Olaparib-mediated FAS up-regulation requires NF-ÎºB activation, as indicated by the increase of p65 phosphorylation and decrease of IÎºBÎ±."
activation,These results indicate that NF-ÎºB activation and consequent induction of death receptor expression contribute to the anti-leukemia effect of olaparib in AML.
activation,"Compared to the genomic mutation features of major subtypes of DLBCL, we distinguish that each POL belongs to distinctive subtypes, GCB (germinal center B-cell subtype) DLBCL and ABC (activated B-cell subtype) DLBCL, respectively."
induced,"Our study showed that NC induced apoptosis in SKOV3 cells by activating the Fas signalling pathway, and caspase-8 played an important role in this process."
activation,"Moreover, CXCR2-positive cells activated more Akt than CXCR2-negative cells followed by enhanced murine double minute (Mdm2)."
activation,"Taken together, the present study demonstrated that emodin may directly promote FOXD3 expression and sequentially activates miR-199a, which in turn suppresses the expression of TGF-Î²2 to reduce cell viability and colony formation of A2780 cells."
regulated,"miRâ377 overexpression led to reduced activity of the Wnt/Î²âcatenin signaling pathway, and regulated the expression of matrix metalloproteinaseâ2, and 9, and epithelialâmesenchymal transition (EMT)âassociated protein."
activation,Analysis of splenocytes harvested from vaccinated mice revealed strong activation of IFN-Î³+/CD8+ lymphocytes in response to re-stimulation with the SP17 antigen.
regulated,"Therefore, the addition of a factor(s) that can regulate primordial follicle activation in vitro may be beneficial to the development of culture systems for ovarian tissue from cancer patients."
activation,"Therefore, the addition of a factor(s) that can regulate primordial follicle activation in vitro may be beneficial to the development of culture systems for ovarian tissue from cancer patients."
activation,"Several factors have been observed to inhibit follicle activation, including anti-MÃ¼llerian hormone, stromal-derived factor 1 and members of the c-Jun-N-terminal kinase pathway."
inhibition,The silencing of CBS by small interfering RNA or inhibition of its catalytic activity by a small molecule inhibitor creates oxidative stress that activates JNK.
inhibition,The silencing of CBS by small interfering RNA or inhibition of its catalytic activity by a small molecule inhibitor creates oxidative stress that activates JNK.
activation,The silencing of CBS by small interfering RNA or inhibition of its catalytic activity by a small molecule inhibitor creates oxidative stress that activates JNK.
inhibition,"Supplementation with hydrogen sulfide or glutathione (the catalytic products of CBS enzymatic activity), anti-oxidants, or a JNK inhibitor restores MFN2 expression."
activation,JMS-053 also blocked the concomitant increase in RhoA activation and loss of Rac1.
activation,"This is the first study of circRNA expression patterns in ovarian endometriosis, which suggests that circRNAs are candidate factors in the activation of ovarian endometriosis and are promising diagnostic biomarkers and treatment targets."
inhibition,"We have also identified the microRNA protein miR-330-5p, a known suppressor of oncogenesis and chemoresistance, as an inhibitor of S100A7 activity."
activation,"Here, we provide the first detailed mechanistic insight into the activation of p63, a process that requires phosphorylation by both the priming kinase CHK2 and the executioner kinase CK1 in mouse primordial follicles."
induced,We further describe the structural changes induced by phosphorylation that enable p63 to adopt its active tetrameric conformation and demonstrate that previously discussed phosphorylation by c-Abl is not involved in this process.
inhibition,"In previous studies, we showed that FGF1 inhibits p53 transcriptional activities, leading to increased cell survival of neuronal or fibroblast cell lines."
induced,"Etoposide and cisplatin induced mitochondrial depolarization, cytochrome c release and caspase activation in COV434 cells."
activation,"Etoposide and cisplatin induced mitochondrial depolarization, cytochrome c release and caspase activation in COV434 cells."
induced,Further assessments as to the treatment's ability to induce cell death by apoptosis have been carried out by analyzing annexin-V staining and the activation of caspase-3.
activation,Further assessments as to the treatment's ability to induce cell death by apoptosis have been carried out by analyzing annexin-V staining and the activation of caspase-3.
activation,"These findings identify the FAK-ERK activation in cell/matrix adhesion in the malignant progression of ovarian cancer and the efficiency of BAPN or MEKi for tumor suppression, providing an impetus for further studies to explore the possibility of new anticancer therapeutic combinations."
adhesion,"These findings identify the FAK-ERK activation in cell/matrix adhesion in the malignant progression of ovarian cancer and the efficiency of BAPN or MEKi for tumor suppression, providing an impetus for further studies to explore the possibility of new anticancer therapeutic combinations."
activation,"Furthermore, the activation of mTOR and its downstream 70 kDa ribosomal protein S6 kinase was inhibited by cardamonin."
inhibition,"Furthermore, the activation of mTOR and its downstream 70 kDa ribosomal protein S6 kinase was inhibited by cardamonin."
activation,These results demonstrated that the combinatorial effects of cardamonin and cisplatin on anti-proliferation were enhanced by suppressing the expression of anti-apoptotic proteins and activation of mTOR in ovarian cancer cells.
suppressed,"Downregulation of HOTAIR negatively affected the survival and activity of resistant ovarian cancer cells, and suppressed the expression of HOXA7."
activation,"Besides, BAG3 silence abolished miR-340 suppression-induced activation of PI3K and AKT."
activation,"Finally, we demonstrated that p21 activated kinase 4 (PAK4) was one of the downstream key targets of miR-24-1-5p by luciferase reporter assay and Western blotting; and our results showed a remarkable decrease in cell proliferation after overexpression of PAK4."
induced,"BLF treatment increased the expression of cleaved caspase-3 and -7 and induced apoptosis via a Erk-dependent caspase-9 activation intrinsic apoptotic pathway by up-regulating the pro-apoptotic proteins (Bad and Bax) and down-regulating the anti-apoptotic proteins (Bcl-xL and Bcl-2), which were also in consistency with the results from Hoechst 33342 staining and flow cytometry analysis."
